ItemID,ItemName,Category,StockQuantity,ReorderLevel,Supplier,OrderQuantity,OrderDate,DeliveryDate,Status
ITEM0270,Model Assembly,Electricals,123,92,Denso,39,2025-03-07,2025-03-18,Ordered
ITEM0271,Future Assembly,Body Panels,271,74,Magneti Marelli,109,2024-11-19,2025-03-28,Shipped
ITEM0272,Out Assembly,Chassis Components,62,68,Magneti Marelli,70,2024-12-01,2025-03-10,Shipped
ITEM0273,Morning Assembly,Body Panels,88,147,Bosch,65,2024-12-01,2025-04-03,Delayed
ITEM0274,Close Assembly,Interior Trim,396,122,Continental,134,2024-12-02,2025-03-31,Delivered
ITEM0275,Entire Assembly,Electricals,87,106,Bosch,140,2024-12-28,2025-04-03,Delayed
ITEM0276,Well Assembly,Electricals,417,85,Continental,34,2024-11-04,2025-04-04,Delivered
ITEM0277,Or Assembly,Body Panels,47,89,Valeo,135,2024-12-04,2025-04-05,Ordered
ITEM0278,Other Assembly,Engine Parts,198,86,Bosch,185,2025-02-28,2025-03-13,Ordered
ITEM0279,Particular Assembly,Body Panels,314,114,Valeo,138,2025-02-23,2025-03-25,Ordered
ITEM0280,Eat Assembly,Interior Trim,475,123,Denso,102,2024-10-15,2025-04-04,Delayed
ITEM0281,Phone Assembly,Body Panels,87,57,Valeo,46,2025-01-14,2025-03-13,Delivered
ITEM0282,Wall Assembly,Engine Parts,268,132,Denso,30,2024-11-28,2025-03-13,Shipped
ITEM0283,Themselves Assembly,Interior Trim,234,117,Continental,176,2025-01-14,2025-03-13,Shipped
ITEM0284,Within Assembly,Electricals,200,86,Valeo,124,2025-02-21,2025-03-20,Delivered
ITEM0285,Safe Assembly,Body Panels,36,130,Magneti Marelli,36,2024-11-08,2025-03-20,Delivered
ITEM0286,Star Assembly,Engine Parts,295,136,Valeo,92,2024-11-16,2025-03-27,Delivered
ITEM0287,Television Assembly,Body Panels,457,69,Magneti Marelli,40,2025-01-18,2025-03-28,Shipped
ITEM0288,Gun Assembly,Electricals,168,133,Valeo,53,2025-01-07,2025-03-16,Ordered
ITEM0289,Fast Assembly,Electricals,296,98,Magneti Marelli,52,2025-02-04,2025-04-07,Ordered
ITEM0290,Consider Assembly,Interior Trim,270,96,Bosch,112,2024-10-10,2025-04-08,Delivered
ITEM0291,Card Assembly,Chassis Components,496,77,Magneti Marelli,144,2024-10-23,2025-04-08,Shipped
ITEM0292,Herself Assembly,Chassis Components,80,69,Bosch,95,2025-01-25,2025-04-02,Ordered
ITEM0293,Mention Assembly,Body Panels,404,119,Continental,29,2024-11-13,2025-04-01,Delivered
ITEM0294,Relate Assembly,Body Panels,77,126,Valeo,59,2025-01-21,2025-03-15,Shipped
ITEM0295,For Assembly,Chassis Components,435,138,Continental,62,2024-12-14,2025-04-07,Delayed
ITEM0296,Much Assembly,Engine Parts,220,96,Denso,133,2024-12-30,2025-03-20,Delivered
ITEM0297,Child Assembly,Interior Trim,129,118,Denso,99,2025-01-04,2025-04-01,Delayed
ITEM0298,Staff Assembly,Chassis Components,198,136,Continental,132,2025-02-05,2025-04-05,Delayed
ITEM0299,Year Assembly,Electricals,408,98,Continental,155,2025-03-03,2025-03-20,Delayed
ITEM0300,Recent Assembly,Chassis Components,428,75,Continental,55,2024-10-25,2025-03-26,Delivered
ITEM0301,Upon Assembly,Engine Parts,338,111,Magneti Marelli,161,2025-02-08,2025-03-27,Ordered
ITEM0302,Party Assembly,Body Panels,445,65,Magneti Marelli,41,2025-01-13,2025-04-02,Shipped
ITEM0303,Tree Assembly,Electricals,240,115,Denso,131,2024-12-07,2025-03-14,Ordered
ITEM0304,Run Assembly,Chassis Components,428,107,Magneti Marelli,26,2025-02-18,2025-03-23,Delayed
ITEM0305,Mr Assembly,Engine Parts,212,114,Magneti Marelli,80,2024-10-18,2025-03-11,Delayed
ITEM0306,Buy Assembly,Engine Parts,201,78,Bosch,101,2024-12-12,2025-03-16,Ordered
ITEM0307,Present Assembly,Electricals,415,68,Denso,29,2024-11-24,2025-03-23,Delivered
ITEM0308,Wear Assembly,Interior Trim,366,67,Valeo,134,2024-11-01,2025-04-02,Ordered
ITEM0309,Half Assembly,Engine Parts,19,82,Denso,58,2025-03-01,2025-03-16,Delayed
ITEM0310,Seven Assembly,Engine Parts,407,86,Denso,97,2024-11-23,2025-03-27,Ordered
ITEM0311,Painting Assembly,Engine Parts,132,103,Continental,137,2024-11-21,2025-03-09,Ordered
ITEM0312,Eat Assembly,Engine Parts,438,113,Continental,157,2024-12-22,2025-03-14,Ordered
ITEM0313,Short Assembly,Body Panels,304,80,Denso,94,2025-03-01,2025-03-10,Delayed
ITEM0314,Seven Assembly,Engine Parts,324,95,Denso,166,2025-02-23,2025-04-07,Delayed
ITEM0315,Themselves Assembly,Chassis Components,350,135,Bosch,154,2024-11-02,2025-03-31,Delivered
ITEM0316,Day Assembly,Engine Parts,498,117,Continental,149,2024-11-08,2025-03-15,Ordered
ITEM0317,Child Assembly,Interior Trim,457,110,Bosch,182,2024-12-06,2025-04-07,Delayed
ITEM0318,Night Assembly,Electricals,139,145,Bosch,111,2025-01-11,2025-04-06,Ordered
ITEM0319,Key Assembly,Electricals,133,143,Bosch,168,2024-11-17,2025-03-21,Delivered
ITEM0320,Brother Assembly,Chassis Components,32,95,Continental,106,2024-10-10,2025-03-27,Shipped
ITEM0321,Tend Assembly,Interior Trim,366,111,Denso,54,2024-10-20,2025-03-23,Ordered
ITEM0322,Less Assembly,Interior Trim,28,87,Denso,31,2025-01-31,2025-04-03,Shipped
ITEM0323,Painting Assembly,Engine Parts,171,89,Continental,121,2025-01-19,2025-04-07,Delayed
ITEM0324,Perform Assembly,Electricals,28,146,Denso,93,2024-12-14,2025-03-26,Delivered
ITEM0325,Stay Assembly,Engine Parts,453,133,Magneti Marelli,89,2025-01-07,2025-04-01,Ordered
ITEM0326,Enter Assembly,Electricals,233,101,Valeo,118,2024-12-26,2025-03-15,Delivered
ITEM0327,Toward Assembly,Chassis Components,264,138,Valeo,114,2025-02-26,2025-04-08,Delivered
ITEM0328,Particular Assembly,Engine Parts,382,104,Bosch,130,2024-10-19,2025-04-03,Shipped
ITEM0329,Prepare Assembly,Body Panels,160,91,Bosch,40,2025-02-25,2025-03-13,Delivered
ITEM0330,Participant Assembly,Electricals,166,107,Continental,129,2024-12-02,2025-04-04,Shipped
ITEM0331,Minute Assembly,Interior Trim,189,107,Bosch,110,2024-11-21,2025-03-11,Delayed
ITEM0332,Structure Assembly,Electricals,337,57,Bosch,191,2024-10-13,2025-03-20,Delayed
ITEM0333,Center Assembly,Electricals,272,145,Denso,27,2024-12-30,2025-03-29,Shipped
ITEM0334,Million Assembly,Body Panels,357,150,Valeo,28,2024-10-14,2025-03-14,Shipped
ITEM0335,Hear Assembly,Engine Parts,130,149,Magneti Marelli,112,2025-02-05,2025-03-30,Delayed
ITEM0336,Plant Assembly,Body Panels,26,127,Denso,193,2024-11-29,2025-03-17,Delayed
ITEM0337,Debate Assembly,Electricals,200,106,Bosch,166,2024-11-05,2025-04-01,Shipped
ITEM0338,Couple Assembly,Body Panels,197,100,Magneti Marelli,186,2025-02-24,2025-03-28,Delivered
ITEM0339,Myself Assembly,Chassis Components,68,53,Denso,147,2025-02-26,2025-03-09,Delayed
ITEM0340,Full Assembly,Body Panels,70,83,Magneti Marelli,200,2024-11-21,2025-04-01,Delayed
ITEM0341,Wrong Assembly,Chassis Components,323,86,Valeo,71,2025-01-09,2025-03-25,Ordered
ITEM0342,End Assembly,Chassis Components,446,59,Valeo,64,2024-12-21,2025-03-29,Delayed
ITEM0343,Than Assembly,Engine Parts,424,137,Magneti Marelli,190,2024-10-27,2025-03-28,Delivered
ITEM0344,Skin Assembly,Engine Parts,291,119,Magneti Marelli,96,2024-10-08,2025-04-04,Shipped
ITEM0345,Case Assembly,Chassis Components,416,96,Continental,77,2025-02-06,2025-03-15,Ordered
ITEM0346,Between Assembly,Chassis Components,415,67,Denso,146,2025-01-25,2025-03-20,Ordered
ITEM0347,Write Assembly,Electricals,293,123,Magneti Marelli,139,2024-10-11,2025-03-18,Shipped
ITEM0348,Degree Assembly,Body Panels,462,61,Bosch,99,2024-10-27,2025-03-10,Delayed
ITEM0349,Likely Assembly,Interior Trim,279,102,Valeo,167,2025-02-13,2025-03-31,Ordered
ITEM0350,Include Assembly,Chassis Components,172,132,Bosch,135,2025-01-13,2025-03-14,Delayed
ITEM0351,History Assembly,Body Panels,186,66,Continental,183,2024-12-20,2025-03-10,Shipped
ITEM0352,Day Assembly,Chassis Components,231,114,Bosch,51,2024-12-02,2025-03-10,Shipped
ITEM0353,Smile Assembly,Electricals,94,70,Magneti Marelli,77,2025-02-19,2025-03-20,Delivered
ITEM0354,Establish Assembly,Body Panels,468,86,Bosch,84,2024-11-02,2025-03-23,Shipped
ITEM0355,Concern Assembly,Body Panels,150,66,Magneti Marelli,177,2024-12-17,2025-03-09,Ordered
ITEM0356,Benefit Assembly,Body Panels,338,71,Continental,168,2024-11-17,2025-03-23,Shipped
ITEM0357,Drop Assembly,Chassis Components,347,129,Continental,106,2024-12-13,2025-03-24,Ordered
ITEM0358,Might Assembly,Engine Parts,51,55,Continental,87,2025-01-24,2025-03-31,Shipped
ITEM0359,Despite Assembly,Body Panels,223,129,Bosch,147,2024-12-06,2025-03-19,Delivered
ITEM0360,Thus Assembly,Electricals,257,81,Valeo,96,2024-12-25,2025-03-12,Delayed
ITEM0361,Wind Assembly,Engine Parts,362,57,Denso,132,2024-12-02,2025-03-13,Delayed
ITEM0362,Start Assembly,Interior Trim,247,76,Magneti Marelli,175,2025-01-17,2025-03-21,Shipped
ITEM0363,Worker Assembly,Electricals,451,141,Magneti Marelli,108,2024-12-24,2025-03-16,Delayed
ITEM0364,Win Assembly,Chassis Components,399,97,Continental,163,2024-12-07,2025-03-23,Ordered
ITEM0365,State Assembly,Electricals,133,109,Bosch,88,2024-11-16,2025-03-13,Delayed
ITEM0366,Either Assembly,Chassis Components,82,62,Bosch,94,2024-11-29,2025-04-02,Delayed
ITEM0367,Get Assembly,Body Panels,224,81,Denso,103,2024-12-07,2025-03-21,Delivered
ITEM0368,Yard Assembly,Chassis Components,400,70,Valeo,151,2025-02-17,2025-04-01,Delayed
ITEM0369,Six Assembly,Interior Trim,460,89,Valeo,25,2024-10-14,2025-04-03,Ordered
ITEM0370,Participant Assembly,Interior Trim,268,108,Denso,75,2024-10-28,2025-04-07,Delivered
ITEM0371,Large Assembly,Engine Parts,35,86,Valeo,172,2024-11-02,2025-03-16,Delayed
ITEM0372,Easy Assembly,Electricals,284,51,Bosch,130,2024-11-22,2025-03-19,Shipped
ITEM0373,Each Assembly,Electricals,382,96,Valeo,113,2024-12-09,2025-03-16,Ordered
ITEM0374,Measure Assembly,Interior Trim,36,122,Continental,69,2025-01-27,2025-03-12,Delivered
ITEM0375,Manager Assembly,Body Panels,157,59,Valeo,149,2024-12-29,2025-03-18,Delayed
ITEM0376,Rule Assembly,Body Panels,153,129,Continental,50,2025-01-21,2025-03-24,Shipped
ITEM0377,Remain Assembly,Engine Parts,211,97,Magneti Marelli,162,2024-12-13,2025-03-25,Delivered
ITEM0378,Run Assembly,Chassis Components,111,127,Continental,122,2024-10-20,2025-04-06,Ordered
ITEM0379,Tax Assembly,Engine Parts,29,67,Magneti Marelli,141,2025-01-14,2025-03-30,Delayed
ITEM0380,Cut Assembly,Chassis Components,320,115,Denso,103,2024-10-28,2025-03-28,Delivered
ITEM0381,Rich Assembly,Chassis Components,211,128,Magneti Marelli,171,2025-01-06,2025-03-22,Delivered
ITEM0382,Hospital Assembly,Body Panels,434,115,Continental,145,2025-01-27,2025-04-05,Delivered
ITEM0383,Bit Assembly,Interior Trim,427,52,Magneti Marelli,104,2025-02-04,2025-03-28,Ordered
ITEM0384,Gas Assembly,Interior Trim,308,89,Bosch,172,2025-03-03,2025-03-09,Delayed
ITEM0385,Institution Assembly,Electricals,345,150,Continental,167,2025-01-31,2025-03-18,Shipped
ITEM0386,Local Assembly,Engine Parts,308,111,Denso,154,2025-02-15,2025-03-24,Delayed
ITEM0387,Year Assembly,Chassis Components,430,137,Denso,28,2024-12-04,2025-03-19,Ordered
ITEM0388,Answer Assembly,Chassis Components,19,106,Magneti Marelli,127,2024-12-05,2025-03-30,Shipped
ITEM0389,Think Assembly,Interior Trim,363,76,Valeo,148,2024-12-08,2025-03-24,Delayed
ITEM0390,Wear Assembly,Engine Parts,371,67,Continental,73,2025-02-15,2025-03-11,Delivered
ITEM0391,Tree Assembly,Interior Trim,279,98,Magneti Marelli,64,2024-11-03,2025-03-23,Delayed
ITEM0392,There Assembly,Body Panels,185,119,Magneti Marelli,193,2025-02-15,2025-03-22,Delivered
ITEM0393,Animal Assembly,Body Panels,257,74,Denso,91,2024-12-17,2025-04-02,Delivered
ITEM0394,Prevent Assembly,Chassis Components,492,88,Magneti Marelli,200,2024-12-14,2025-03-25,Shipped
ITEM0395,However Assembly,Interior Trim,172,111,Magneti Marelli,163,2024-12-01,2025-03-17,Delivered
ITEM0396,Thank Assembly,Electricals,72,123,Continental,117,2024-11-29,2025-04-06,Delayed
ITEM0397,Fact Assembly,Electricals,498,148,Denso,94,2025-01-16,2025-03-16,Ordered
ITEM0398,Might Assembly,Electricals,499,141,Bosch,108,2025-01-13,2025-03-13,Delayed
ITEM0399,First Assembly,Electricals,392,111,Denso,71,2024-11-22,2025-03-17,Delivered
ITEM0400,Soon Assembly,Body Panels,366,84,Denso,47,2025-03-07,2025-03-19,Shipped
ITEM0401,Bed Assembly,Chassis Components,35,135,Continental,77,2025-01-04,2025-03-29,Shipped
ITEM0402,Letter Assembly,Engine Parts,61,102,Magneti Marelli,140,2024-11-03,2025-03-12,Ordered
ITEM0403,Single Assembly,Chassis Components,12,120,Denso,124,2024-11-07,2025-03-20,Delayed
ITEM0404,Home Assembly,Interior Trim,343,75,Magneti Marelli,102,2025-01-14,2025-03-19,Delivered
ITEM0405,Where Assembly,Engine Parts,474,148,Bosch,186,2024-12-02,2025-03-25,Shipped
ITEM0406,Store Assembly,Body Panels,388,142,Bosch,64,2024-10-26,2025-04-08,Delayed
ITEM0407,Leave Assembly,Chassis Components,488,54,Valeo,146,2024-10-29,2025-03-25,Shipped
ITEM0408,Do Assembly,Electricals,458,54,Bosch,96,2024-10-14,2025-03-31,Ordered
ITEM0409,Indicate Assembly,Electricals,155,108,Continental,154,2025-01-17,2025-04-02,Delayed
ITEM0410,Difference Assembly,Chassis Components,445,114,Valeo,89,2024-11-17,2025-03-11,Shipped
ITEM0411,Laugh Assembly,Engine Parts,179,70,Valeo,185,2024-11-28,2025-03-24,Delivered
ITEM0412,Standard Assembly,Chassis Components,17,144,Magneti Marelli,95,2024-11-02,2025-03-31,Shipped
ITEM0413,Also Assembly,Chassis Components,322,131,Valeo,129,2025-02-09,2025-03-09,Delivered
ITEM0414,Skill Assembly,Engine Parts,215,135,Bosch,67,2024-12-09,2025-04-06,Shipped
ITEM0415,Author Assembly,Interior Trim,175,81,Bosch,86,2025-02-24,2025-03-10,Delayed
ITEM0416,Impact Assembly,Chassis Components,238,146,Magneti Marelli,104,2025-01-08,2025-04-03,Delivered
ITEM0417,Stay Assembly,Body Panels,380,123,Bosch,86,2024-12-03,2025-03-30,Delivered
ITEM0418,Yeah Assembly,Chassis Components,41,135,Bosch,139,2025-02-15,2025-03-09,Delivered
ITEM0419,Lose Assembly,Chassis Components,217,137,Continental,200,2024-10-21,2025-04-08,Delivered
ITEM0420,Keep Assembly,Engine Parts,337,87,Magneti Marelli,177,2025-02-21,2025-04-03,Shipped
ITEM0421,Food Assembly,Chassis Components,500,67,Valeo,59,2024-12-04,2025-03-29,Delayed
ITEM0422,Common Assembly,Body Panels,201,103,Continental,140,2024-11-02,2025-03-19,Shipped
ITEM0423,All Assembly,Chassis Components,358,146,Continental,40,2025-01-22,2025-03-27,Delayed
ITEM0424,Table Assembly,Body Panels,370,96,Bosch,164,2024-11-02,2025-03-15,Ordered
ITEM0425,Risk Assembly,Engine Parts,434,120,Continental,71,2024-12-19,2025-03-17,Shipped
ITEM0426,Rock Assembly,Chassis Components,177,116,Valeo,49,2024-12-07,2025-04-08,Shipped
ITEM0427,His Assembly,Body Panels,260,61,Continental,134,2024-10-19,2025-03-27,Ordered
ITEM0428,Still Assembly,Interior Trim,77,115,Valeo,136,2024-11-18,2025-03-20,Ordered
ITEM0429,Minute Assembly,Body Panels,246,136,Magneti Marelli,25,2025-03-01,2025-03-11,Delayed
ITEM0430,Threat Assembly,Electricals,428,50,Denso,168,2024-11-11,2025-03-31,Ordered
ITEM0431,Win Assembly,Engine Parts,226,94,Bosch,158,2025-01-16,2025-03-13,Ordered
ITEM0432,Goal Assembly,Engine Parts,488,110,Bosch,93,2025-01-26,2025-03-22,Delayed
ITEM0433,List Assembly,Chassis Components,403,67,Valeo,115,2025-02-22,2025-04-08,Delayed
ITEM0434,Doctor Assembly,Interior Trim,455,98,Valeo,40,2025-02-18,2025-03-10,Shipped
ITEM0435,Cold Assembly,Electricals,70,72,Continental,120,2024-12-07,2025-04-06,Shipped
ITEM0436,Accept Assembly,Chassis Components,437,50,Bosch,96,2025-02-09,2025-03-12,Delayed
ITEM0437,Never Assembly,Body Panels,227,118,Valeo,78,2025-01-24,2025-04-04,Shipped
ITEM0438,Important Assembly,Interior Trim,187,69,Magneti Marelli,68,2024-10-12,2025-03-21,Ordered
ITEM0439,Value Assembly,Engine Parts,424,134,Valeo,177,2025-02-07,2025-03-25,Ordered
ITEM0440,Add Assembly,Chassis Components,115,58,Bosch,172,2024-11-12,2025-03-14,Ordered
ITEM0441,Marriage Assembly,Interior Trim,316,136,Bosch,82,2025-02-25,2025-03-21,Ordered
ITEM0442,Gas Assembly,Interior Trim,234,79,Continental,75,2024-11-28,2025-03-20,Ordered
ITEM0443,Put Assembly,Chassis Components,267,87,Denso,167,2025-01-06,2025-04-05,Delivered
ITEM0444,A Assembly,Body Panels,316,148,Magneti Marelli,80,2024-10-29,2025-03-27,Delivered
ITEM0445,Who Assembly,Chassis Components,348,116,Denso,125,2025-02-21,2025-03-16,Delivered
ITEM0446,Fire Assembly,Electricals,41,121,Continental,64,2025-01-26,2025-03-25,Delayed
ITEM0447,Down Assembly,Body Panels,263,56,Magneti Marelli,184,2025-02-07,2025-04-03,Delayed
ITEM0448,Truth Assembly,Body Panels,173,139,Valeo,124,2025-01-10,2025-03-09,Shipped
ITEM0449,Election Assembly,Electricals,202,73,Continental,141,2024-11-14,2025-03-21,Shipped
ITEM0450,Despite Assembly,Chassis Components,163,140,Denso,138,2025-01-17,2025-04-07,Ordered
ITEM0451,Magazine Assembly,Body Panels,221,103,Continental,155,2024-12-24,2025-03-26,Shipped
ITEM0452,Activity Assembly,Interior Trim,134,82,Denso,104,2025-01-01,2025-03-18,Ordered
ITEM0453,Example Assembly,Interior Trim,443,97,Bosch,157,2025-01-03,2025-03-20,Shipped
ITEM0454,Of Assembly,Engine Parts,147,98,Continental,174,2024-10-20,2025-03-28,Ordered
ITEM0455,Arm Assembly,Engine Parts,106,147,Continental,191,2024-10-18,2025-03-23,Shipped
ITEM0456,Bad Assembly,Interior Trim,116,92,Magneti Marelli,23,2024-10-17,2025-03-13,Shipped
ITEM0457,Lawyer Assembly,Chassis Components,389,65,Valeo,82,2025-01-15,2025-03-17,Shipped
ITEM0458,Voice Assembly,Interior Trim,478,80,Continental,102,2025-03-05,2025-03-26,Delivered
ITEM0459,Cold Assembly,Interior Trim,248,118,Magneti Marelli,98,2024-12-03,2025-03-23,Delivered
ITEM0460,Military Assembly,Electricals,272,113,Valeo,45,2025-01-07,2025-03-20,Delayed
ITEM0461,Once Assembly,Electricals,478,76,Magneti Marelli,100,2025-02-15,2025-03-16,Delayed
ITEM0462,Ten Assembly,Engine Parts,298,78,Denso,24,2024-11-30,2025-03-25,Delivered
ITEM0463,Low Assembly,Body Panels,488,124,Continental,126,2024-11-09,2025-03-12,Delivered
ITEM0464,Thing Assembly,Chassis Components,110,92,Denso,117,2025-01-06,2025-03-31,Shipped
ITEM0465,Tell Assembly,Interior Trim,291,133,Magneti Marelli,85,2024-10-29,2025-03-09,Delayed
ITEM0466,Prepare Assembly,Interior Trim,245,71,Magneti Marelli,63,2024-12-07,2025-03-09,Shipped
ITEM0467,Total Assembly,Body Panels,260,73,Continental,184,2024-12-20,2025-03-21,Ordered
ITEM0468,Garden Assembly,Body Panels,27,59,Bosch,21,2024-10-23,2025-03-25,Delayed
ITEM0469,Would Assembly,Chassis Components,441,130,Denso,37,2025-01-27,2025-04-05,Shipped
ITEM0470,Spring Assembly,Engine Parts,121,114,Valeo,115,2025-01-04,2025-04-03,Ordered
ITEM0471,Interest Assembly,Body Panels,336,135,Continental,143,2024-12-15,2025-03-10,Delayed
ITEM0472,Realize Assembly,Engine Parts,13,118,Continental,125,2024-12-07,2025-03-23,Ordered
ITEM0473,Approach Assembly,Engine Parts,281,142,Magneti Marelli,157,2024-11-03,2025-03-28,Delivered
ITEM0474,College Assembly,Engine Parts,267,139,Valeo,65,2025-02-27,2025-03-14,Ordered
ITEM0475,Pattern Assembly,Engine Parts,278,69,Denso,69,2025-02-24,2025-03-27,Delivered
ITEM0476,Former Assembly,Electricals,146,100,Bosch,115,2024-11-07,2025-03-13,Delayed
ITEM0477,Alone Assembly,Interior Trim,299,81,Denso,96,2024-11-16,2025-03-31,Ordered
ITEM0478,Common Assembly,Engine Parts,57,101,Valeo,116,2024-12-09,2025-04-03,Delayed
ITEM0479,Skin Assembly,Engine Parts,336,51,Denso,41,2025-02-04,2025-03-17,Delayed
ITEM0480,Religious Assembly,Interior Trim,340,150,Magneti Marelli,164,2024-10-21,2025-03-31,Ordered
ITEM0481,Window Assembly,Body Panels,480,55,Denso,74,2024-11-13,2025-04-01,Delayed
ITEM0482,Add Assembly,Electricals,33,59,Magneti Marelli,159,2025-01-30,2025-04-01,Ordered
ITEM0483,Look Assembly,Chassis Components,485,90,Bosch,73,2024-10-15,2025-03-27,Shipped
ITEM0484,Describe Assembly,Interior Trim,485,59,Magneti Marelli,61,2024-12-05,2025-03-23,Shipped
ITEM0485,Author Assembly,Body Panels,437,99,Continental,104,2025-02-04,2025-04-01,Delayed
ITEM0486,Choice Assembly,Chassis Components,414,138,Bosch,148,2024-11-21,2025-03-17,Delivered
ITEM0487,Best Assembly,Engine Parts,60,105,Denso,39,2024-12-24,2025-03-18,Delivered
ITEM0488,Rich Assembly,Body Panels,403,128,Continental,121,2024-11-26,2025-03-30,Delivered
ITEM0489,Article Assembly,Engine Parts,334,84,Valeo,145,2024-12-13,2025-03-18,Shipped
ITEM0490,Of Assembly,Electricals,293,98,Valeo,67,2025-01-22,2025-03-18,Delayed
ITEM0491,Cultural Assembly,Engine Parts,405,129,Magneti Marelli,83,2024-10-20,2025-03-28,Ordered
ITEM0492,Room Assembly,Engine Parts,147,69,Valeo,182,2025-03-06,2025-03-30,Shipped
ITEM0493,Week Assembly,Interior Trim,172,96,Bosch,43,2024-12-30,2025-03-14,Ordered
ITEM0494,Whose Assembly,Electricals,237,96,Magneti Marelli,46,2024-10-13,2025-04-01,Shipped
ITEM0495,Drug Assembly,Engine Parts,105,105,Valeo,162,2025-01-11,2025-03-27,Delayed
ITEM0496,Behavior Assembly,Engine Parts,23,61,Magneti Marelli,161,2024-11-30,2025-03-23,Ordered
ITEM0497,Actually Assembly,Body Panels,316,150,Magneti Marelli,118,2024-12-05,2025-04-05,Ordered
ITEM0498,Area Assembly,Electricals,221,99,Bosch,163,2024-10-23,2025-03-14,Shipped
ITEM0499,True Assembly,Body Panels,276,71,Valeo,63,2025-02-23,2025-03-25,Shipped
ITEM0500,Generation Assembly,Electricals,164,84,Valeo,57,2025-02-01,2025-04-02,Ordered
